inst_a,country_a,inst_b,country_b,collab_count
Khalifa University of Science and Technology,AE,Amsterdam University Medical Centers,NL,1
Mediclinic City Hospital,AE,Zuyderland Medisch Centrum,NL,1
Oasis Hospital,AE,Maastricht University,NL,1
United Arab Emirates University,AE,Amsterdam University Medical Centers,NL,1
Mohammed Bin Rashid University of Medicine and Health Sciences,AE,Inland Norway University of Applied Sciences,NO,1
United Arab Emirates University,AE,Norwegian University of Science and Technology,NO,1
Ajman University,AE,Muscat College,OM,1
Khalifa University of Science and Technology,AE,Sultan Qaboos University,OM,2
Tawam Hospital,AE,Sultan Qaboos University Hospital,OM,1
United Arab Emirates University,AE,Sultan Qaboos University,OM,1
University of Sharjah,AE,Sultan Qaboos University Hospital,OM,1
University of Sharjah,AE,University of Nizwa,OM,1
Ajman University,AE,Abdus Salam Centre for Physics,PK,1
Ajman University,AE,COMSATS University Islamabad,PK,5
Ajman University,AE,HITEC University,PK,2
Ajman University,AE,Islamia University of Bahawalpur,PK,2
Ajman University,AE,National University of Computer and Emerging Sciences,PK,1
Ajman University,AE,National University of Technology,PK,1
Ajman University,AE,Pakistan Institute of Engineering and Applied Sciences,PK,1
Ajman University,AE,Riphah International University,PK,1
Ajman University,AE,University of Engineering and Technology Taxila,PK,1
Ajman University,AE,University of Management and Technology,PK,1
Ajman University,AE,University of Swabi,PK,1
Ajman University,AE,University of Wah,PK,3
Al Ain University of Science and Technology,AE,Bahauddin Zakariya University,PK,1
Al Ain University of Science and Technology,AE,"Government College University, Faisalabad",PK,1
Al Ain University of Science and Technology,AE,Islamia University of Bahawalpur,PK,1
Al Ain University of Science and Technology,AE,University of Sargodha,PK,3
Al Ain University of Science and Technology,AE,University of Swat,PK,1
Al Ain University of Science and Technology,AE,University of the Punjab,PK,2
Dubai Medical College,AE,City University of Science and Information Technology,PK,1
Higher Colleges of Technology,AE,Sukkur IBA University,PK,1
Mohammed Bin Rashid University of Medicine and Health Sciences,AE,University of Haripur,PK,1
Rochester Institute of Technology - Dubai,AE,CECOS University,PK,1
Skyline University College,AE,Bahria University,PK,1
Skyline University College,AE,Information Technology University,PK,1
Skyline University College,AE,National College of Business Administration and Economics,PK,1
Skyline University College,AE,Riphah International University,PK,1
Tawam Hospital,AE,Quaid-i-Azam University,PK,1
United Arab Emirates University,AE,Military Hospital,PK,1
United Arab Emirates University,AE,National Institute for Biotechnology and Genetic Engineering,PK,1
United Arab Emirates University,AE,University of Faisalabad,PK,1
University of Sharjah,AE,International Center for Chemical and Biological Sciences,PK,1
University of Sharjah,AE,Islamia University of Bahawalpur,PK,1
University of Sharjah,AE,Khwaja Fareed University of Engineering and Information Technology,PK,1
University of Sharjah,AE,Riphah International University,PK,1
University of Sharjah,AE,University of Swat,PK,2
Zayed University,AE,"Government College University, Faisalabad",PK,1
Zayed University,AE,HITEC University,PK,1
American University of Sharjah,AE,Polish Academy of Sciences,PL,1
United Arab Emirates University,AE,Jagiellonian University,PL,1
United Arab Emirates University,AE,Medical University of Warsaw,PL,1
United Arab Emirates University,AE,Nicolaus Copernicus University,PL,1
United Arab Emirates University,AE,Postgraduate School of Molecular Medicine,PL,1
United Arab Emirates University,AE,University of Warsaw,PL,1
University of Sharjah,AE,University of Life Sciences in Lublin,PL,1
University of Sharjah,AE,University of Warmia and Mazury in Olsztyn,PL,1
Ajman University,AE,Universidade Lusófona,PT,1
Al Ain Hospital,AE,University of Porto,PT,1
Mohammed Bin Rashid University of Medicine and Health Sciences,AE,Universidade Nova de Lisboa,PT,2
United Arab Emirates University,AE,Sport Lisboa e Benfica,PT,2
United Arab Emirates University,AE,Universidade Nova de Lisboa,PT,2
Ajman University,AE,Qatar University,QA,2
Khalifa University of Science and Technology,AE,Qatar Foundation,QA,2
Khalifa University of Science and Technology,AE,Qatar University,QA,3
University of Sharjah,AE,Hamad bin Khalifa University,QA,1
University of Sharjah,AE,Qatar University,QA,1
Abu Dhabi Education Council,AE,University of Belgrade,RS,1
United Arab Emirates University,AE,University of Belgrade,RS,1
Abu Dhabi University,AE,Qassim University,SA,3
Ajman University,AE,King Faisal University,SA,2
Ajman University,AE,Majmaah University,SA,1
Ajman University,AE,Prince Sattam Bin Abdulaziz University,SA,2
Ajman University,AE,Taif University,SA,1
Ajman University,AE,University of Ha'il,SA,1
Amity University,AE,Prince Sattam Bin Abdulaziz University,SA,1
Dubai Hospital,AE,King Fahad Specialist Hospital,SA,2
Dubai Medical College,AE,King Abdulaziz University,SA,1
Gulf Medical University,AE,Alfaisal University,SA,1
Gulf Medical University,AE,King Faisal University,SA,11
Gulf Medical University,AE,Prince Sattam Bin Abdulaziz University,SA,1
Gulf Medical University,AE,Taif University,SA,1
Hamdan Bin Mohammed Smart University,AE,Taif University,SA,1
Higher Colleges of Technology,AE,Imam Abdulrahman Bin Faisal University,SA,1
Higher Colleges of Technology,AE,King Abdulaziz City for Science and Technology,SA,1
Khalifa University of Science and Technology,AE,Alfaisal University,SA,1
Khalifa University of Science and Technology,AE,Imam Abdulrahman Bin Faisal University,SA,1
Khalifa University of Science and Technology,AE,King Abdullah University of Science and Technology,SA,2
Khalifa University of Science and Technology,AE,King Saud University,SA,3
Mohammed Bin Rashid University of Medicine and Health Sciences,AE,King Abdulaziz University,SA,1
Mohammed Bin Rashid University of Medicine and Health Sciences,AE,King Fahd Armed Forces Hospital,SA,1
Mohammed Bin Rashid University of Medicine and Health Sciences,AE,King Saud University,SA,1
Mohammed Bin Rashid University of Medicine and Health Sciences,AE,Najran University,SA,1
Mohammed Bin Rashid University of Medicine and Health Sciences,AE,Riyadh Armed Forces Hospital,SA,1
New York University Abu Dhabi,AE,King Abdullah University of Science and Technology,SA,1
Ras al-Khaimah Medical and Health Sciences University,AE,Jazan University,SA,1
Ras al-Khaimah Medical and Health Sciences University,AE,King Saud University,SA,1
Shaikh Khalifa Medical City,AE,King Abdulaziz Medical City,SA,1
Shaikh Khalifa Medical City,AE,King Khaled Eye Specialist Hospital,SA,1
Skyline University College,AE,Imam Abdulrahman Bin Faisal University,SA,1
Skyline University College,AE,Jeddah University,SA,1
Tawam Hospital,AE,Imam Abdulrahman Bin Faisal University,SA,1
Tawam Hospital,AE,King Fahd Hospital of the University,SA,1
Tawam Hospital,AE,Prince Sattam Bin Abdulaziz University,SA,1
United Arab Emirates University,AE,King Abdulaziz University,SA,1
United Arab Emirates University,AE,Naif Arab University for Security Sciences,SA,1
United Arab Emirates University,AE,University of Ha'il,SA,1
University of Sharjah,AE,Alfaisal University,SA,2
University of Sharjah,AE,Jazan University,SA,1
University of Sharjah,AE,King Abdulaziz University,SA,4
University of Sharjah,AE,King Abdullah University of Science and Technology,SA,1
University of Sharjah,AE,King Khalid University,SA,1
University of Sharjah,AE,King Saud University,SA,1
University of Sharjah,AE,Prince Sattam Bin Abdulaziz University,SA,1
University of Sharjah,AE,Princess Nourah bint Abdulrahman University,SA,1
University of Sharjah,AE,Qassim University,SA,1
University of Sharjah,AE,Taif University,SA,2
Imperial College London Diabetes Centre,AE,University of Gezira,SD,1
Ajman University,AE,IVL - Swedish Environmental Research Institute,SE,1
Higher Colleges of Technology,AE,University of Gävle,SE,1
Reneco (United Arab Emirates),AE,Uppsala University,SE,1
United Arab Emirates University,AE,Örebro University,SE,2
Abu Dhabi Health Services,AE,Singapore Eye Research Institute,SG,1
University of Sharjah,AE,Singapore Eye Research Institute,SG,1
Ajman University,AE,Chiang Mai University,TH,2
New York University Abu Dhabi,AE,Siriraj Hospital,TH,1
Al Ain University of Science and Technology,AE,Istanbul Medipol University,TR,1
IVI Middle East Fertility Clinic,AE,Koç University,TR,1
Khalifa University of Science and Technology,AE,Duzce University,TR,1
Khalifa University of Science and Technology,AE,Eskişehir Osmangazi University,TR,1
Khalifa University of Science and Technology,AE,Istanbul University Cerrahpaşa,TR,1
University of Sharjah,AE,Adana Hospital,TR,1
University of Sharjah,AE,Eskişehir City Hospital,TR,1
University of Sharjah,AE,Kahramanmaraş Sütçü İmam University,TR,1
University of Sharjah,AE,Sağlık Bilimleri Üniversitesi,TR,1
Ajman University,AE,China Medical University,TW,1
Ajman University,AE,Taipei Tzu Chi Hospital,TW,1
United Arab Emirates University,AE,National Sun Yat-sen University,TW,1
University of Sharjah,AE,Taipei Tzu Chi Hospital,TW,1
Abu Dhabi Health Services,AE,Cleveland Clinic,US,1
Abu Dhabi Health Services,AE,Cleveland Eye Clinic,US,1
Abu Dhabi University,AE,University of Louisville,US,7
Ajman University,AE,Auburn University,US,2
Ajman University,AE,Collins College,US,2
Ajman University,AE,Environmental and Occupational Health Sciences Institute,US,2
Ajman University,AE,Mayo Clinic,US,1
Ajman University,AE,Pennsylvania State University,US,1
Ajman University,AE,Stony Brook University,US,1
Ajman University,AE,University of Toledo,US,6
Ajman University,AE,Yale University,US,2
Al Ain University of Science and Technology,AE,University of Pittsburgh,US,1
American University of Sharjah,AE,Brigham Young University,US,2
American University of Sharjah,AE,University of Florida,US,1
Dubai Medical College,AE,Cedars-Sinai Smidt Heart Institute,US,1
Dubai Medical College,AE,Children's Specialty Group,US,1
Dubai Medical College,AE,St. Jude Children's Research Hospital,US,1
Emirates Foundation,AE,Cleveland Clinic,US,1
Gulf Medical University,AE,Auburn University,US,1
Gulf Medical University,AE,University of Toledo,US,1
Gulf Medical University,AE,Yale University,US,9
Healthpoint,AE,American Orthopaedic Foot and Ankle Society,US,1
Heriot-Watt University Dubai,AE,Decision Sciences (United States),US,1
Higher Colleges of Technology,AE,California University of Pennsylvania,US,1
Higher Colleges of Technology,AE,Health and Education Research Management and Epidemiologic Services (United States),US,1
Higher Colleges of Technology,AE,Institute of Electrical and Electronics Engineers,US,1
Higher Colleges of Technology,AE,University of Florida,US,1
Imperial College London Diabetes Centre,AE,University of Alabama at Birmingham,US,1
Khalifa University of Science and Technology,AE,Brigham and Women's Hospital,US,1
Khalifa University of Science and Technology,AE,Cleveland Clinic,US,2
Khalifa University of Science and Technology,AE,Indiana University – Purdue University Indianapolis,US,1
Khalifa University of Science and Technology,AE,Johns Hopkins Children's Center,US,1
Khalifa University of Science and Technology,AE,Methodist Hospital,US,1
Khalifa University of Science and Technology,AE,Michigan State University,US,1
Khalifa University of Science and Technology,AE,Pfizer (United States),US,1
Khalifa University of Science and Technology,AE,Seton Hall University,US,1
Khalifa University of Science and Technology,AE,"University of California, San Diego",US,1
Khalifa University of Science and Technology,AE,University of the Pacific,US,1
Mohammed Bin Rashid University of Medicine and Health Sciences,AE,Children's Specialty Group,US,1
New York University Abu Dhabi,AE,Analysis Group (United States),US,2
New York University Abu Dhabi,AE,Duke University,US,1
New York University Abu Dhabi,AE,Dynamic Systems (United States),US,1
New York University Abu Dhabi,AE,Howard Hughes Medical Institute,US,2
New York University Abu Dhabi,AE,New York University,US,10
New York University Abu Dhabi,AE,Santa Fe Institute,US,1
New York University Abu Dhabi,AE,Teva Pharmaceuticals (United States),US,1
New York University Abu Dhabi,AE,The University of Texas at Austin,US,1
New York University Abu Dhabi,AE,University of Central Florida,US,1
New York University Abu Dhabi,AE,"University of Maryland, Baltimore",US,1
New York University Abu Dhabi,AE,University of Michigan–Ann Arbor,US,1
New York University Abu Dhabi,AE,University of Pennsylvania,US,2
New York University Abu Dhabi,AE,University of Tennessee at Knoxville,US,1
New York University Abu Dhabi,AE,University of Tennessee Health Science Center,US,1
New York University Abu Dhabi,AE,University of Washington,US,1
Tawam Hospital,AE,Baylor College of Medicine,US,1
Tawam Hospital,AE,Baylor Genetics,US,1
Tawam Hospital,AE,Cedars-Sinai Medical Center,US,1
Tawam Hospital,AE,Texas Children's Hospital,US,1
Technology Innovation Institute,AE,University of Florida,US,1
United Arab Emirates University,AE,Cincinnati Children's Hospital Medical Center,US,1
United Arab Emirates University,AE,Henry Ford Health System,US,1
