country,organ,year,author_count
CL,prostate,2018,1
CL,prostate,2019,7
CL,prostate,2020,4
CL,prostate,2021,5
CL,prostate,2022,6
CL,skeletal,2015,1
CL,skeletal,2016,10
CL,skeletal,2017,8
CL,skeletal,2018,8
CL,skeletal,2019,18
CL,skeletal,2020,48
CL,skeletal,2021,67
CL,skeletal,2022,45
CL,skeletal,2023,25
CL,skin,2012,1
CL,skin,2016,1
CL,skin,2017,5
CL,skin,2018,10
CL,skin,2019,25
CL,skin,2020,25
CL,skin,2021,25
CL,skin,2022,40
CL,skin,2023,6
CL,small intestine,2021,1
CL,small intestine,2023,1
CL,spinal cord,2015,1
CL,spinal cord,2017,1
CL,spinal cord,2018,1
CL,spinal cord,2019,6
CL,spinal cord,2020,5
CL,spinal cord,2021,4
CL,spinal cord,2022,8
CL,spinal cord,2023,2
CL,spleen,2016,2
CL,spleen,2018,1
CL,spleen,2019,1
CL,spleen,2020,11
CL,spleen,2021,8
CL,spleen,2022,1
CL,thymus,2018,2
CL,thymus,2020,3
CL,trachea,2017,2
CL,trachea,2019,1
CL,trachea,2023,1
CL,urinary bladder,2018,1
CL,urinary bladder,2020,1
CL,urinary bladder,2021,2
CL,urinary bladder,2022,3
CL,uterus,2021,1
CL,uterus,2022,1
CM,bone marrow,2016,1
CM,bone marrow,2022,2
CM,brain,2017,1
CM,brain,2018,1
CM,brain,2020,1
CM,brain,2021,2
CM,brain,2022,1
CM,eye,2021,2
CM,heart,2017,1
CM,heart,2018,4
CM,heart,2019,2
CM,heart,2021,4
CM,heart,2022,2
CM,kidney,2018,3
CM,kidney,2019,1
CM,kidney,2020,8
CM,kidney,2021,4
CM,kidney,2022,4
CM,knee,2019,1
CM,knee,2020,1
CM,knee,2021,1
CM,liver,2016,1
CM,liver,2017,5
CM,liver,2018,6
CM,liver,2019,5
CM,liver,2020,13
CM,liver,2021,7
CM,liver,2022,29
CM,liver,2023,1
CM,lung,2019,1
CM,ovary,2021,2
CM,ovary,2022,2
CM,placenta,2019,1
CM,placenta,2022,2
CM,placenta,2023,2
CM,prostate,2019,1
CM,prostate,2020,2
CM,prostate,2022,1
CM,skeletal,2020,1
CM,skeletal,2021,4
CM,skeletal,2022,3
CM,skin,2018,1
CM,skin,2020,2
CM,skin,2021,4
CM,skin,2022,4
CM,spinal cord,2017,1
CM,spleen,2020,1
CM,thymus,2022,1
CM,urinary bladder,2019,1
CM,uterus,2017,1
CM,uterus,2018,1
CM,uterus,2019,1
CM,uterus,2020,3
CM,uterus,2021,2
CN,blood vasculature,2018,1
CN,blood vasculature,2022,9
CN,bone marrow,2014,3
CN,bone marrow,2015,3
CN,bone marrow,2016,26
CN,bone marrow,2017,74
CN,bone marrow,2018,154
CN,bone marrow,2019,249
CN,bone marrow,2020,249
CN,bone marrow,2021,334
CN,bone marrow,2022,514
CN,bone marrow,2023,145
CN,brain,2012,1
CN,brain,2014,42
CN,brain,2015,40
CN,brain,2016,160
CN,brain,2017,585
CN,brain,2018,960
CN,brain,2019,1388
CN,brain,2020,2058
CN,brain,2021,2751
CN,brain,2022,5118
CN,brain,2023,1460
CN,eye,2014,7
CN,eye,2015,3
CN,eye,2016,30
CN,eye,2017,74
CN,eye,2018,159
CN,eye,2019,233
CN,eye,2020,347
CN,eye,2021,471
CN,eye,2022,830
CN,eye,2023,203
CN,fallopian tube,2014,1
CN,fallopian tube,2016,1
CN,fallopian tube,2017,5
CN,fallopian tube,2018,1
CN,fallopian tube,2019,9
CN,fallopian tube,2020,6
CN,fallopian tube,2021,8
CN,fallopian tube,2022,22
CN,fallopian tube,2023,2
CN,heart,2014,8
CN,heart,2015,6
CN,heart,2016,48
CN,heart,2017,176
CN,heart,2018,319
CN,heart,2019,596
CN,heart,2020,860
CN,heart,2021,1278
CN,heart,2022,2460
CN,heart,2023,569
CN,kidney,2014,10
CN,kidney,2015,8
CN,kidney,2016,45
CN,kidney,2017,222
CN,kidney,2018,398
CN,kidney,2019,695
CN,kidney,2020,1100
CN,kidney,2021,1348
CN,kidney,2022,2766
CN,kidney,2023,660
CN,knee,2014,2
CN,knee,2016,10
CN,knee,2017,30
CN,knee,2018,69
CN,knee,2019,146
CN,knee,2020,214
CN,knee,2021,301
CN,knee,2022,689
CN,knee,2023,154
CN,large intestine,2018,2
CN,large intestine,2019,5
CN,large intestine,2020,5
CN,large intestine,2021,3
CN,large intestine,2022,3
CN,large intestine,2023,1
CN,liver,2011,1
CN,liver,2012,1
CN,liver,2014,32
CN,liver,2015,23
CN,liver,2016,142
CN,liver,2017,872
CN,liver,2018,1701
CN,liver,2019,2692
CN,liver,2020,3647
CN,liver,2021,4633
CN,liver,2022,8139
CN,liver,2023,2150
CN,lung,2012,1
CN,lung,2014,14
CN,lung,2015,8
CN,lung,2016,67
CN,lung,2017,315
CN,lung,2018,708
CN,lung,2019,1155
CN,lung,2020,1942
CN,lung,2021,2561
CN,lung,2022,5223
CN,lung,2023,1330
CN,lymph node,2016,10
CN,lymph node,2017,32
CN,lymph node,2018,118
CN,lymph node,2019,220
CN,lymph node,2020,334
CN,lymph node,2021,380
CN,lymph node,2022,628
CN,lymph node,2023,181
CN,lymph vasculature,2020,1
CN,main bronchus,2019,1
CN,main bronchus,2021,1
CN,main bronchus,2023,1
CN,muscular system,2017,2
CN,muscular system,2018,1
CN,muscular system,2019,3
CN,muscular system,2020,3
CN,muscular system,2021,2
CN,muscular system,2022,16
CN,muscular system,2023,5
CN,ovary,2016,2
CN,ovary,2017,33
CN,ovary,2018,75
CN,ovary,2019,129
CN,ovary,2020,143
CN,ovary,2021,213
CN,ovary,2022,364
CN,ovary,2023,86
CN,pancreas,2014,1
CN,pancreas,2015,1
CN,pancreas,2016,3
CN,pancreas,2017,22
CN,pancreas,2018,44
CN,pancreas,2019,72
CN,pancreas,2020,92
CN,pancreas,2021,141
CN,pancreas,2022,147
CN,pancreas,2023,42
CN,pelvis,2014,1
CN,pelvis,2016,3
CN,pelvis,2017,4
CN,pelvis,2018,11
CN,pelvis,2019,21
CN,pelvis,2020,30
CN,pelvis,2021,35
CN,pelvis,2022,62
CN,pelvis,2023,18
CN,peripheral nervous system,2017,7
CN,peripheral nervous system,2018,9
CN,peripheral nervous system,2019,20
CN,peripheral nervous system,2020,35
CN,peripheral nervous system,2021,21
CN,peripheral nervous system,2022,61
CN,peripheral nervous system,2023,11
CN,placenta,2014,1
CN,placenta,2015,1
CN,placenta,2016,9
CN,placenta,2017,18
CN,placenta,2018,61
CN,placenta,2019,102
CN,placenta,2020,120
CN,placenta,2021,181
CN,placenta,2022,406
CN,placenta,2023,80
CN,prostate,2006,1
CN,prostate,2014,3
CN,prostate,2015,2
CN,prostate,2016,12
CN,prostate,2017,58
CN,prostate,2018,130
CN,prostate,2019,209
CN,prostate,2020,326
CN,prostate,2021,457
CN,prostate,2022,979
CN,prostate,2023,299
CN,skeletal,2014,6
CN,skeletal,2015,6
CN,skeletal,2016,28
CN,skeletal,2017,125
CN,skeletal,2018,238
CN,skeletal,2019,294
CN,skeletal,2020,423
CN,skeletal,2021,573
CN,skeletal,2022,1075
CN,skeletal,2023,278
CN,skin,2011,1
CN,skin,2012,1
CN,skin,2014,4
CN,skin,2015,7
CN,skin,2016,18
CN,skin,2017,110
CN,skin,2018,312
CN,skin,2019,531
CN,skin,2020,801
CN,skin,2021,996
CN,skin,2022,1836
CN,skin,2023,430
CN,small intestine,2016,1
CN,small intestine,2017,19
CN,small intestine,2018,38
CN,small intestine,2019,55
CN,small intestine,2020,64
CN,small intestine,2021,64
CN,small intestine,2022,64
CN,small intestine,2023,19
CN,spinal cord,2014,3
CN,spinal cord,2015,9
CN,spinal cord,2016,18
CN,spinal cord,2017,59
CN,spinal cord,2018,95
CN,spinal cord,2019,126
CN,spinal cord,2020,214
CN,spinal cord,2021,323
CN,spinal cord,2022,525
CN,spinal cord,2023,155
CN,spleen,2014,4
CN,spleen,2015,1
CN,spleen,2016,15
CN,spleen,2017,46
CN,spleen,2018,75
CN,spleen,2019,109
CN,spleen,2020,154
CN,spleen,2021,158
CN,spleen,2022,142
CN,spleen,2023,18
CN,thymus,2014,2
CN,thymus,2015,1
CN,thymus,2016,6
CN,thymus,2017,11
CN,thymus,2018,26
CN,thymus,2019,29
CN,thymus,2020,48
CN,thymus,2021,72
CN,thymus,2022,126
CN,thymus,2023,13
CN,trachea,2014,2
CN,trachea,2016,3
CN,trachea,2017,7
CN,trachea,2018,22
CN,trachea,2019,40
CN,trachea,2020,62
CN,trachea,2021,77
CN,trachea,2022,107
CN,trachea,2023,30
CN,ureter,2014,1
CN,ureter,2016,4
CN,ureter,2017,2
CN,ureter,2018,18
CN,ureter,2019,34
CN,ureter,2020,56
CN,ureter,2021,75
CN,ureter,2022,176
CN,ureter,2023,44
CN,urinary bladder,2014,1
CN,urinary bladder,2015,1
CN,urinary bladder,2016,8
CN,urinary bladder,2017,19
CN,urinary bladder,2018,59
CN,urinary bladder,2019,125
CN,urinary bladder,2020,175
CN,urinary bladder,2021,222
CN,urinary bladder,2022,583
CN,urinary bladder,2023,103
CN,uterus,2016,1
CN,uterus,2017,21
CN,uterus,2018,13
CN,uterus,2019,31
CN,uterus,2020,58
CN,uterus,2021,66
CN,uterus,2022,93
CN,uterus,2023,20
CO,bone marrow,2017,3
CO,bone marrow,2020,6
CO,bone marrow,2021,2
CO,bone marrow,2022,5
CO,brain,2014,1
CO,brain,2016,2
CO,brain,2017,6
CO,brain,2018,10
CO,brain,2019,17
CO,brain,2020,46
CO,brain,2021,37
CO,brain,2022,48
CO,brain,2023,13
CO,eye,2016,1
CO,eye,2017,1
CO,eye,2018,3
CO,eye,2019,4
CO,eye,2020,3
CO,eye,2021,12
CO,eye,2022,10
CO,eye,2023,1
CO,fallopian tube,2021,1
CO,heart,2014,1
CO,heart,2016,4
CO,heart,2017,4
CO,heart,2018,11
CO,heart,2019,15
CO,heart,2020,25
CO,heart,2021,50
CO,heart,2022,42
CO,heart,2023,15
CO,kidney,2016,3
CO,kidney,2017,2
CO,kidney,2018,7
CO,kidney,2019,11
CO,kidney,2020,17
CO,kidney,2021,28
CO,kidney,2022,32
CO,kidney,2023,12
CO,knee,2016,1
CO,knee,2018,2
CO,knee,2019,3
CO,knee,2020,3
CO,knee,2021,6
CO,knee,2022,6
CO,knee,2023,1
CO,large intestine,2021,10
CO,liver,2017,6
CO,liver,2018,7
CO,liver,2019,19
CO,liver,2020,80
CO,liver,2021,36
CO,liver,2022,89
CO,liver,2023,12
CO,lung,2016,3
CO,lung,2017,3
CO,lung,2018,6
CO,lung,2019,15
CO,lung,2020,11
CO,lung,2021,36
CO,lung,2022,31
CO,lung,2023,15
CO,lymph node,2016,1
CO,lymph node,2018,1
CO,lymph node,2019,3
CO,lymph node,2020,1
CO,lymph node,2021,9
CO,lymph node,2022,7
CO,main bronchus,2019,1
CO,ovary,2019,1
CO,ovary,2020,1
CO,ovary,2022,2
CO,pancreas,2020,10
CO,pancreas,2022,3
CO,pelvis,2020,1
CO,pelvis,2021,1
CO,pelvis,2023,1
CO,peripheral nervous system,2020,1
CO,peripheral nervous system,2021,2
CO,placenta,2017,1
CO,placenta,2018,2
CO,placenta,2019,2
CO,placenta,2020,1
CO,placenta,2021,14
CO,placenta,2022,55
CO,placenta,2023,1
CO,prostate,2017,1
CO,prostate,2018,2
CO,prostate,2019,1
CO,prostate,2020,4
CO,prostate,2021,7
CO,prostate,2022,10
CO,prostate,2023,5
CO,skeletal,2017,2
CO,skeletal,2018,7
CO,skeletal,2019,3
CO,skeletal,2020,11
CO,skeletal,2021,16
CO,skeletal,2022,23
CO,skeletal,2023,16
CO,skin,2016,1
CO,skin,2017,3
CO,skin,2018,7
CO,skin,2019,17
CO,skin,2020,29
CO,skin,2021,26
CO,skin,2022,37
CO,skin,2023,2
CO,small intestine,2021,10
CO,spinal cord,2018,1
CO,spinal cord,2019,1
CO,spinal cord,2020,1
CO,spinal cord,2022,9
CO,spinal cord,2023,1
CO,spleen,2021,10
CO,spleen,2022,1
CO,thymus,2018,3
CO,thymus,2019,3
CO,thymus,2020,1
CO,thymus,2021,1
CO,thymus,2022,2
CO,trachea,2018,1
CO,trachea,2019,1
CO,trachea,2020,11
CO,trachea,2021,1
CO,trachea,2022,7
CO,trachea,2023,3
CO,ureter,2021,2
CO,ureter,2022,3
CO,ureter,2023,1
CO,urinary bladder,2019,5
CO,urinary bladder,2021,3
CO,urinary bladder,2022,7
CO,urinary bladder,2023,2
CO,uterus,2020,1
CO,uterus,2021,7
CO,uterus,2022,2
CR,bone marrow,2018,1
CR,brain,2017,2
CR,brain,2019,2
CR,brain,2020,3
CR,brain,2021,2
CR,brain,2022,3
CR,eye,2021,1
CR,heart,2018,2
CR,heart,2019,3
CR,heart,2020,2
CR,heart,2022,2
CR,heart,2023,1
CR,kidney,2016,1
CR,kidney,2019,4
CR,kidney,2020,4
CR,kidney,2021,2
CR,kidney,2022,3
CR,kidney,2023,2
CR,liver,2018,2
CR,liver,2019,2
CR,liver,2020,4
CR,liver,2021,5
CR,liver,2022,5
CR,lung,2019,1
CR,lung,2020,2
CR,lung,2021,3
CR,lung,2022,2
CR,lymph node,2021,1
CR,placenta,2022,1
CR,skeletal,2016,1
CR,skeletal,2018,1
CR,skeletal,2020,1
CR,skeletal,2021,1
CR,skeletal,2022,6
CR,skeletal,2023,1
CR,skin,2019,1
CR,skin,2020,1
CR,skin,2021,4
CR,small intestine,2020,1
CR,spinal cord,2020,1
CR,spleen,2018,1
CR,spleen,2020,1
CU,bone marrow,2018,1
CU,brain,2017,1
CU,brain,2018,1
CU,brain,2020,2
CU,brain,2021,8
CU,brain,2022,14
CU,brain,2023,7
CU,eye,2021,1
CU,heart,2019,2
CU,heart,2021,2
CU,heart,2022,2
CU,heart,2023,3
CU,kidney,2018,1
CU,kidney,2019,1
CU,kidney,2022,3
CU,kidney,2023,3
CU,liver,2017,3
CU,liver,2018,1
CU,liver,2019,2
CU,liver,2020,1
CU,liver,2021,7
CU,liver,2022,2
CU,liver,2023,3
CU,lung,2018,1
CU,lung,2020,5
CU,lung,2021,3
CU,lung,2022,11
CU,lung,2023,4
CU,skeletal,2021,1
CU,spinal cord,2021,1
CU,spleen,2019,1
CV,liver,2018,1
CV,liver,2022,1
CW,bone marrow,2021,1
CW,bone marrow,2022,1
CW,heart,2021,1
CW,liver,2021,2
CW,liver,2022,1
CW,lung,2021,1
CW,spleen,2021,1
CY,bone marrow,2017,1
CY,bone marrow,2019,1
CY,bone marrow,2022,4
CY,brain,2017,3
CY,brain,2018,6
CY,brain,2019,6
CY,brain,2020,12
CY,brain,2021,3
CY,brain,2022,10
CY,brain,2023,2
CY,eye,2019,1
CY,eye,2020,1
CY,eye,2021,2
CY,eye,2022,1
CY,heart,2017,5
CY,heart,2018,6
CY,heart,2019,8
CY,heart,2020,9
CY,heart,2021,6
CY,heart,2022,8
CY,heart,2023,7
CY,kidney,2016,1
CY,kidney,2018,1
CY,kidney,2021,3
CY,kidney,2022,3
CY,knee,2019,1
CY,knee,2020,1
CY,knee,2021,3
CY,knee,2022,4
CY,knee,2023,1
CY,liver,2018,4
CY,liver,2019,3
CY,liver,2020,9
CY,liver,2021,18
CY,liver,2022,22
CY,liver,2023,7
CY,lung,2018,2
CY,lung,2019,3
CY,lung,2020,7
CY,lung,2021,7
CY,lung,2022,12
CY,lymph node,2018,1
CY,lymph node,2020,3
CY,lymph node,2022,5
CY,lymph node,2023,1
CY,muscular system,2023,1
CY,ovary,2019,2
CY,ovary,2020,2
CY,ovary,2021,2
CY,ovary,2022,12
CY,ovary,2023,1
CY,pancreas,2020,1
CY,pancreas,2022,2
CY,pelvis,2020,1
CY,peripheral nervous system,2017,1
CY,peripheral nervous system,2018,1
CY,peripheral nervous system,2019,1
CY,peripheral nervous system,2020,1
CY,peripheral nervous system,2021,1
CY,peripheral nervous system,2022,1
CY,peripheral nervous system,2023,2
CY,placenta,2021,1
CY,placenta,2022,2
CY,prostate,2016,1
CY,prostate,2018,2
CY,prostate,2019,2
CY,prostate,2020,1
CY,prostate,2021,5
CY,prostate,2022,3
CY,prostate,2023,3
CY,skeletal,2018,3
CY,skeletal,2019,4
CY,skeletal,2020,4
CY,skeletal,2021,3
CY,skeletal,2022,7
CY,skeletal,2023,1
CY,skin,2017,1
CY,skin,2018,2
CY,skin,2019,4
CY,skin,2020,7
CY,skin,2021,10
CY,skin,2022,7
CY,skin,2023,2
CY,spinal cord,2021,2
CY,spinal cord,2022,4
CY,spleen,2018,1
CY,spleen,2021,1
CY,trachea,2019,3
CY,trachea,2021,1
CY,urinary bladder,2022,1
CZ,blood vasculature,2020,3
CZ,bone marrow,2016,1
CZ,bone marrow,2017,2
CZ,bone marrow,2019,4
CZ,bone marrow,2020,9
CZ,bone marrow,2021,10
CZ,bone marrow,2022,6
CZ,bone marrow,2023,1
CZ,brain,2012,1
CZ,brain,2014,4
CZ,brain,2015,4
CZ,brain,2016,8
CZ,brain,2017,13
CZ,brain,2018,49
CZ,brain,2019,72
CZ,brain,2020,90
CZ,brain,2021,135
CZ,brain,2022,123
CZ,brain,2023,37
CZ,eye,2016,1
CZ,eye,2017,2
CZ,eye,2018,4
CZ,eye,2019,5
CZ,eye,2020,29
CZ,eye,2021,22
CZ,eye,2022,29
CZ,eye,2023,8
CZ,fallopian tube,2018,1
CZ,fallopian tube,2019,1
CZ,fallopian tube,2020,1
CZ,heart,2014,4
CZ,heart,2015,1
CZ,heart,2016,6
CZ,heart,2017,18
CZ,heart,2018,33
CZ,heart,2019,34
CZ,heart,2020,84
CZ,heart,2021,106
CZ,heart,2022,91
CZ,heart,2023,11
CZ,kidney,2015,1
CZ,kidney,2016,5
CZ,kidney,2017,9
CZ,kidney,2018,17
CZ,kidney,2019,28
CZ,kidney,2020,32
CZ,kidney,2021,47
CZ,kidney,2022,44
CZ,kidney,2023,3
CZ,knee,2018,3
CZ,knee,2019,4
CZ,knee,2020,7
CZ,knee,2021,12
CZ,knee,2022,16
CZ,knee,2023,4
CZ,large intestine,2019,2
CZ,large intestine,2022,3
CZ,liver,2014,7
CZ,liver,2015,1
CZ,liver,2016,7
CZ,liver,2017,15
CZ,liver,2018,49
CZ,liver,2019,55
CZ,liver,2020,117
CZ,liver,2021,147
CZ,liver,2022,147
CZ,liver,2023,35
CZ,lung,2014,2
CZ,lung,2015,2
CZ,lung,2016,1
CZ,lung,2017,7
CZ,lung,2018,11
CZ,lung,2019,19
CZ,lung,2020,67
CZ,lung,2021,39
CZ,lung,2022,82
CZ,lung,2023,8
CZ,lymph node,2015,1
CZ,lymph node,2017,1
CZ,lymph node,2018,3
CZ,lymph node,2019,8
CZ,lymph node,2020,11
CZ,lymph node,2021,8
CZ,lymph node,2022,13
CZ,lymph node,2023,1
CZ,ovary,2017,5
CZ,ovary,2018,3
CZ,ovary,2019,3
CZ,ovary,2020,7
CZ,ovary,2021,5
CZ,ovary,2022,1
CZ,pancreas,2016,3
CZ,pancreas,2018,2
CZ,pancreas,2019,3
CZ,pancreas,2020,13
CZ,pancreas,2021,14
CZ,pancreas,2022,7
CZ,pelvis,2020,3
CZ,pelvis,2021,5
CZ,pelvis,2022,5
CZ,peripheral nervous system,2017,1
CZ,peripheral nervous system,2018,2
CZ,peripheral nervous system,2020,2
CZ,peripheral nervous system,2021,2
CZ,peripheral nervous system,2022,4
CZ,placenta,2016,1
CZ,placenta,2017,1
CZ,placenta,2018,4
CZ,placenta,2020,10
CZ,placenta,2021,11
CZ,placenta,2022,2
CZ,placenta,2023,4
CZ,prostate,2016,1
CZ,prostate,2017,7
CZ,prostate,2018,6
CZ,prostate,2019,18
CZ,prostate,2020,17
CZ,prostate,2021,29
CZ,prostate,2022,16
CZ,prostate,2023,6
CZ,skeletal,2015,1
CZ,skeletal,2016,4
CZ,skeletal,2017,7
CZ,skeletal,2018,10
CZ,skeletal,2019,17
CZ,skeletal,2020,33
CZ,skeletal,2021,61
CZ,skeletal,2022,31
CZ,skeletal,2023,6
CZ,skin,2014,5
CZ,skin,2016,3
CZ,skin,2017,8
CZ,skin,2018,14
CZ,skin,2019,34
CZ,skin,2020,37
CZ,skin,2021,56
CZ,skin,2022,63
CZ,skin,2023,18
CZ,small intestine,2016,1
CZ,small intestine,2019,7
CZ,small intestine,2020,3
CZ,small intestine,2021,3
CZ,spinal cord,2017,2
CZ,spinal cord,2018,8
CZ,spinal cord,2019,7
CZ,spinal cord,2020,10
CZ,spinal cord,2021,17
CZ,spinal cord,2022,22
CZ,spinal cord,2023,3
CZ,spleen,2017,2
CZ,spleen,2019,2
CZ,spleen,2020,3
CZ,spleen,2021,2
CZ,spleen,2022,3
CZ,thymus,2018,1
CZ,thymus,2019,3
CZ,thymus,2020,5
CZ,thymus,2021,3
CZ,thymus,2022,5
CZ,trachea,2014,3
CZ,trachea,2017,4
CZ,trachea,2018,1
CZ,trachea,2020,2
CZ,trachea,2021,2
CZ,trachea,2022,2
CZ,ureter,2016,1
CZ,ureter,2019,1
CZ,ureter,2021,1
CZ,urinary bladder,2014,1
CZ,urinary bladder,2017,1
CZ,urinary bladder,2018,7
CZ,urinary bladder,2019,5
CZ,urinary bladder,2020,4
CZ,urinary bladder,2021,4
CZ,urinary bladder,2022,4
CZ,urinary bladder,2023,1
CZ,uterus,2019,5
CZ,uterus,2020,14
CZ,uterus,2021,9
CZ,uterus,2022,14
DE,blood vasculature,2021,2
DE,blood vasculature,2023,2
DE,bone marrow,2014,1
DE,bone marrow,2015,4
DE,bone marrow,2016,12
DE,bone marrow,2017,45
DE,bone marrow,2018,77
DE,bone marrow,2019,115
DE,bone marrow,2020,173
DE,bone marrow,2021,235
DE,bone marrow,2022,194
DE,bone marrow,2023,34
DE,brain,2005,1
DE,brain,2013,1
DE,brain,2014,21
DE,brain,2015,46
DE,brain,2016,218
DE,brain,2017,475
DE,brain,2018,714
DE,brain,2019,1031
DE,brain,2020,1386
DE,brain,2021,1828
DE,brain,2022,2193
DE,brain,2023,646
DE,eye,2011,1
DE,eye,2013,1
DE,eye,2014,9
DE,eye,2015,6
DE,eye,2016,35
DE,eye,2017,68
DE,eye,2018,99
DE,eye,2019,167
DE,eye,2020,195
DE,eye,2021,278
DE,eye,2022,314
DE,eye,2023,115
DE,fallopian tube,2015,1
DE,fallopian tube,2016,2
DE,fallopian tube,2017,2
DE,fallopian tube,2019,7
DE,fallopian tube,2020,6
DE,fallopian tube,2021,6
DE,fallopian tube,2022,1
DE,fallopian tube,2023,1
DE,heart,2009,2
DE,heart,2014,3
DE,heart,2015,11
DE,heart,2016,52
DE,heart,2017,145
DE,heart,2018,302
DE,heart,2019,446
DE,heart,2020,658
DE,heart,2021,1108
DE,heart,2022,1359
DE,heart,2023,452
DE,kidney,2014,4
DE,kidney,2015,5
DE,kidney,2016,41
DE,kidney,2017,123
DE,kidney,2018,246
DE,kidney,2019,304
DE,kidney,2020,450
DE,kidney,2021,684
DE,kidney,2022,820
DE,kidney,2023,202
DE,knee,2013,1
DE,knee,2014,2
DE,knee,2015,5
DE,knee,2016,10
DE,knee,2017,29
DE,knee,2018,57
DE,knee,2019,93
DE,knee,2020,120
DE,knee,2021,160
DE,knee,2022,236
DE,knee,2023,57
DE,large intestine,2018,2
DE,large intestine,2019,5
DE,large intestine,2021,12
DE,large intestine,2022,6
DE,liver,2013,1
DE,liver,2014,7
DE,liver,2015,15
DE,liver,2016,46
DE,liver,2017,254
DE,liver,2018,468
DE,liver,2019,732
DE,liver,2020,1004
DE,liver,2021,1553
DE,liver,2022,1612
DE,liver,2023,441
DE,lung,2014,5
DE,lung,2015,4
DE,lung,2016,25
DE,lung,2017,156
DE,lung,2018,235
DE,lung,2019,339
DE,lung,2020,579
DE,lung,2021,850
DE,lung,2022,959
DE,lung,2023,242
DE,lymph node,2014,1
DE,lymph node,2016,7
DE,lymph node,2017,26
DE,lymph node,2018,57
DE,lymph node,2019,57
DE,lymph node,2020,77
DE,lymph node,2021,155
DE,lymph node,2022,153
DE,lymph node,2023,40
DE,muscular system,2018,3
DE,muscular system,2019,3
DE,muscular system,2020,1
DE,muscular system,2022,4
DE,ovary,2002,1
DE,ovary,2015,4
DE,ovary,2016,3
DE,ovary,2017,10
DE,ovary,2018,9
DE,ovary,2019,13
DE,ovary,2020,29
DE,ovary,2021,32
DE,ovary,2022,44
DE,ovary,2023,3
DE,pancreas,2016,5
DE,pancreas,2017,10
DE,pancreas,2018,25
DE,pancreas,2019,30
DE,pancreas,2020,59
DE,pancreas,2021,94
DE,pancreas,2022,116
DE,pancreas,2023,9
DE,pelvis,2016,6
DE,pelvis,2017,4
DE,pelvis,2018,6
DE,pelvis,2019,18
DE,pelvis,2020,21
DE,pelvis,2021,27
DE,pelvis,2022,32
DE,pelvis,2023,6
DE,peripheral nervous system,2017,5
DE,peripheral nervous system,2018,9
DE,peripheral nervous system,2019,33
DE,peripheral nervous system,2020,21
DE,peripheral nervous system,2021,35
DE,peripheral nervous system,2022,31
DE,peripheral nervous system,2023,18
DE,placenta,2014,1
DE,placenta,2016,5
DE,placenta,2017,11
DE,placenta,2018,32
DE,placenta,2019,29
DE,placenta,2020,41
DE,placenta,2021,53
DE,placenta,2022,100
DE,placenta,2023,13
DE,prostate,2014,6
DE,prostate,2015,2
DE,prostate,2016,13
DE,prostate,2017,36
DE,prostate,2018,71
DE,prostate,2019,107
DE,prostate,2020,175
DE,prostate,2021,275
DE,prostate,2022,343
DE,prostate,2023,115
DE,skeletal,2014,3
DE,skeletal,2015,9
DE,skeletal,2016,36
DE,skeletal,2017,108
DE,skeletal,2018,181
DE,skeletal,2019,253
DE,skeletal,2020,325
DE,skeletal,2021,440
DE,skeletal,2022,456
DE,skeletal,2023,133
DE,skin,2005,1
DE,skin,2014,4
DE,skin,2015,4
DE,skin,2016,39
DE,skin,2017,114
DE,skin,2018,250
DE,skin,2019,341
DE,skin,2020,488
DE,skin,2021,716
DE,skin,2022,696
DE,skin,2023,189
DE,small intestine,2017,10
DE,small intestine,2018,15
DE,small intestine,2019,15
DE,small intestine,2020,21
DE,small intestine,2021,27
DE,small intestine,2022,22
DE,small intestine,2023,1
DE,spinal cord,2015,7
DE,spinal cord,2016,19
DE,spinal cord,2017,29
DE,spinal cord,2018,51
DE,spinal cord,2019,66
DE,spinal cord,2020,100
DE,spinal cord,2021,146
DE,spinal cord,2022,110
DE,spinal cord,2023,58
DE,spleen,2016,8
DE,spleen,2017,23
DE,spleen,2018,29
DE,spleen,2019,41
DE,spleen,2020,51
DE,spleen,2021,66
DE,spleen,2022,51
DE,spleen,2023,4
DE,thymus,2014,1
DE,thymus,2015,5
DE,thymus,2016,5
DE,thymus,2017,8
DE,thymus,2018,17
DE,thymus,2019,12
DE,thymus,2020,20
DE,thymus,2021,30
DE,thymus,2022,38
DE,thymus,2023,5
DE,trachea,2014,1
DE,trachea,2015,1
DE,trachea,2016,1
DE,trachea,2017,11
DE,trachea,2018,16
DE,trachea,2019,19
DE,trachea,2020,33
DE,trachea,2021,51
DE,trachea,2022,60
DE,trachea,2023,19
DE,ureter,2015,1
DE,ureter,2016,1
DE,ureter,2017,6
DE,ureter,2018,13
DE,ureter,2019,9
DE,ureter,2020,17
DE,ureter,2021,17
DE,ureter,2022,31
DE,ureter,2023,7
DE,urinary bladder,2014,1
DE,urinary bladder,2015,1
DE,urinary bladder,2016,3
DE,urinary bladder,2017,15
DE,urinary bladder,2018,44
DE,urinary bladder,2019,55
DE,urinary bladder,2020,69
DE,urinary bladder,2021,112
DE,urinary bladder,2022,131
DE,urinary bladder,2023,23
DE,uterus,2014,1
DE,uterus,2017,3
DE,uterus,2018,18
DE,uterus,2019,6
DE,uterus,2020,15
DE,uterus,2021,12
DE,uterus,2022,12
DE,uterus,2023,18
DK,bone marrow,2016,3
