iri,pref_label,type
http://identifiers.org/hgnc/10672,CXCL12,BM
http://identifiers.org/hgnc/29109,TESPA1,BM
http://identifiers.org/hgnc/11599,TBX21,BM
http://identifiers.org/hgnc/11599,T-box transcription factor 21,BM
http://identifiers.org/hgnc/11599,T-bet,BM
http://identifiers.org/hgnc/1514,CASR,BM
http://identifiers.org/hgnc/13285,FIGN,BM
http://identifiers.org/hgnc/2663,DACH1,BM
http://identifiers.org/hgnc/8133,OLR1,BM
http://identifiers.org/hgnc/1753,CDH13,BM
http://identifiers.org/hgnc/20779,NDST4,BM
http://identifiers.org/hgnc/7001,MEIS2,BM
http://identifiers.org/hgnc/9446,PRLR,BM
http://identifiers.org/hgnc/11743,TFAP2B,BM
http://identifiers.org/hgnc/14222,LHX9,BM
http://identifiers.org/hgnc/1434,CALB1,BM
http://identifiers.org/hgnc/1434,calbindin 1,BM
http://identifiers.org/hgnc/6593,LHX1,BM
http://identifiers.org/hgnc/8138,ONECUT1,BM
http://identifiers.org/hgnc/8139,ONECUT2,BM
http://identifiers.org/hgnc/9704,PVALB,BM
http://identifiers.org/hgnc/9704,parvalbumin,BM
http://identifiers.org/hgnc/9659,PTPN7,BM
http://identifiers.org/hgnc/11765,TGFA,BM
http://identifiers.org/hgnc/5360,ID1,BM
http://identifiers.org/hgnc/13361,MEPE,BM
http://identifiers.org/hgnc/16041,EMCN,BM
http://identifiers.org/hgnc/16041,Endomucin,BM
http://identifiers.org/hgnc/12692,VIM,BM
http://identifiers.org/hgnc/12692,vimentin,BM
http://identifiers.org/hgnc/12692,Vimentin,BM
http://identifiers.org/hgnc/2202,COL4A1,BM
http://identifiers.org/hgnc/2202,Collagen IV,BM
http://identifiers.org/hgnc/2202,COL IV,BM
http://identifiers.org/hgnc/53062,LINC02196,BM
http://identifiers.org/hgnc/32411,SCART1,BM
http://identifiers.org/hgnc/8569,PCSK6,BM
http://identifiers.org/hgnc/6269,KCNJ8,BM
http://identifiers.org/hgnc/7029,MET,BM
http://identifiers.org/hgnc/633,AQP1,BM
http://identifiers.org/hgnc/633,aquaporin 1,BM
http://identifiers.org/hgnc/4827,HBB,BM
http://identifiers.org/hgnc/16067,MYOCD,BM
http://identifiers.org/hgnc/11553,TAGLN,BM
http://identifiers.org/hgnc/11553,TAGLN (SM22),BM
http://identifiers.org/hgnc/7569,MYH11,BM
http://identifiers.org/hgnc/2155,CNN1,BM
http://identifiers.org/hgnc/2155,calponin 1,BM
http://identifiers.org/hgnc/1605,CCR4,BM
http://identifiers.org/hgnc/14881,ZEB2,BM
http://identifiers.org/hgnc/6441,KRT4,BM
http://identifiers.org/hgnc/5318,TNC,BM
http://identifiers.org/hgnc/12371,RSPH1,BM
http://identifiers.org/hgnc/15467,DYNLRB2,BM
http://identifiers.org/hgnc/20771,TUBB4B,BM
http://identifiers.org/hgnc/3816,FOXJ1,BM
http://identifiers.org/hgnc/3816,FOXJ1+,BM
